cpt_code,cpt_name
01055,DEPO-PROVERA PER 150 MG
0105T,EXERC CARDIO GAS REBREATHE
0105U,CHG NEPHROLOGY CKD ECLIA TUMOR NECROSIS ALG RKFD
0106T,"PR QUANT SENSORY TEST, TOUCH"
0106U,CHG GASTRIC EMPTYING SERIAL COLLJ 7 TIMED BRTH SPEC
0107T,"PR QUANT SENSORY TEST, VIBRATION"
0107U,CHG C DIFF TOXIN ANTIGEN DETCJ IA TECH STOOL QUAL
01080,DEPO-TESTOSTERONE PER 200 MG
0108T,COOL QUANT SENSORY TEST
0108U,CHG GI BARRETTS ESOPH QUAN IMMUNOLABEL 9 PRTN BMRK
0109T,HEAT QUANT SENSORY TEST
0109U,CHG ID ASPERGILLUS DNA 4 SPECIES BLD LVG FLU/TISS
01100,DECADRON 4 MG
0110T,NOS QUANT SENSORY TEST
0110U,CHG RX MNTR 1+ORAL ONC RX&SBSTS SRM/PLSM CAP/VEN BLD
01110,ANESTHESIA FOR PELVIS SKIN SURGERY
01112,"ANESTH, BONE ASPIRATE/BX"
0111T,PR RBC MEMBRANES  OMEGA-3 FATTY ACIDS
0111U,CHG ONCOLOGY COLON CANCER TRGT KRAS&NRAS GENE ALYS
01120,"ANESTH, PELVIS SURGERY"
0112U,CHG IADI TRGT SEQ ALYS 16S&18S RRNA GENES
01130,"ANESTH, BODY CAST PROCEDURE"
0113U,CHG ONCOLOGY PRST8 MEAS PCA3&TMPRSS2-ERG UR&PSA SRM
01140,"ANESTH, AMPUTATION AT PELVIS"
0114U,CHG GI BARRETTS ESOPHAGUS VIM&CCNA1 MTHYLTN ALYS ALG
01150,"ANESTH, PELVIC TUMOR SURGERY"
0115T,"MED MANAGEMNT, PHARMACIST, INIT, 1ST 15 MIN"
0115U,CHG RESPIR IADNA 18 VIRAL TYPE&SUBTYPE & 2 BACT TRGT
01160,"ANESTH, PELVIS PROCEDURE"
0116T,"MED MANAGEMNT, PHARMACIST, SUBSQNT, 1ST 15 MIN"
0116U,CHG RX MNTR NZM IA 35+DRUGS LC-MS/MS ORAL FLUID ALG
01170,"ANESTH, PELVIS SURGERY"
01173,"ANESTH, FX REPAIR, PELVIS"
0117T,"MED MANAGEMNT, PHARMACIST, EA ADD 15 MIN"
0117U,CHG PAIN MGMT ALYS 11 ENDOGENOUS ANALYTES URINE ALG
01180,"ANESTH, PELVIS NERVE REMOVAL"
01185,DILANTIN PER 50 MG
0118U,CHG TRANSPLANTATION MED QUAN DON-DRV CLL-FR DNA PLSM
01190,"ANESTH, PELVIS NERVE REMOVAL"
0119U,CHG CARDIOLOGY CERAMIDES LIQ CHROM TANDEM MS PLASMA
01200,"ANESTH, HIP JOINT PROCEDURE"
01202,"ANESTH, ARTHROSCOPY OF HIP"
0120T,"FIBROADENOMA CRYOABLATE, EA"
0120U,CHG ONC B CLL LYMPHM MRNA GENE XPRSN PRFL 58 GEN ALG
01210,"ANESTH, HIP JOINT SURGERY"
01212,"ANESTH, HIP DISARTICULATION"
01214,"ANESTH, REPLACEMENT OF HIP"
01215,"ANESTH, REVISE HIP REPAIR"
0121U,CHG SICKLE CELL DISEASE VCAM-1 WHOLE BLOOD
01220,"ANESTH, PROCEDURE ON FEMUR"
0122U,CHG SICKLE CELL DISEASE P-SELECTIN WHOLE BLOOD
01230,"ANESTH, SURGERY OF FEMUR"
01232,"ANESTH, AMPUTATION OF FEMUR"
01234,"ANESTH, RADICAL FEMUR SURG"
0123T,PR SCLERAL FISTULIZATION
0123U,CHG MCHNL FRGLTY RBC SHEAR STRS&SPECTRAL ALYS PRFLG
01240,"ANESTHESIA, UPPER LEG SKIN SURGERY"
0124T,CONJUNCTIVAL DRUG PLACEMENT
0124U,CHG FTL CGEN ABNOR BIOCHEM ASSAY 3 ANALYTES ALG
01250,"ANESTH, UPPER LEG SURGERY"
0125U,CHG FTL CGEN ABNOR&PRNT COMP 5 ANALYTES ALG
01260,"ANESTH, UPPER LEG VEINS SURG"
0126T,CAROTID INT-MEDIA THICKNESS EVAL FOR ATHERSCLER
0126U,CHG FTL CGEN ABNOR&PRNT COMP 5 ANAL ASSMT Y CHRMSM
01270,"ANESTH, THIGH ARTERIES SURG"
01272,"ANESTH, FEMORAL ARTERY SURG"
01274,"ANESTH, FEMORAL EMBOLECTOMY"
0127U,CHG OB PREECLAMPSIA BIOCHEM ASSAY 3 ANALYTES ALG
0128U,CHG OB PE BIOCHEM ASSAY 3 ANAL QUAL ASSMT Y CHRMSM
0129U,CHG HEREDITARY BRST CA RLTD DO GEN SEQ&DEL/DUP PNL
01300,ANESTHESIA FOR KNEE SKIN SURGERY
0130T,CHRON CARE DRUG INVESTIGATN
0130U,CHG HEREDITARY COLON CA DO TRGT MRNA SEQ ALYS PANEL
0131U,CHG HERED BRST CA RLTD DO TRGT MRNA SEQ ALYS 13 GENE
01320,"ANESTH, KNEE AREA SURGERY"
0132U,CHG HERED OVA CA RLTD DO TRGT MRNA SEQ ALYS 17 GENE
0133T,ESOPHAGEAL IMPLANT INJECTION VIA EGD
0133U,CHG HERED PRST8 CA RLTD DO TRGT MRNA SEQ ALYS 11 GEN
01340,"ANESTH, KNEE AREA PROCEDURE"
0134U,CHG HEREDITARY PAN CA TRGT MRNA SEQ ALYS 18 GENE
0135T,IR CRYO RENAL UNI PERC
0135U,CHG HEREDITARY GYN CA TRGT MRNA SEQ ALYS 12 GENE
01360,"ANESTH, KNEE AREA SURGERY"
0136U,CHG ATM MRNA SEQUENCE ANALYSIS
0137T,"PR PROSTATE BIOPSY, NEEDLE, SATURATION SAMPLING"
0137U,CHG PALB2 MRNA SEQUENCE ANALYSIS
01380,"ANESTH, KNEE JOINT PROCEDURE"
01382,"ANESTH, KNEE ARTHROSCOPY"
0138U,CHG BRCA1 BRCA2 MRNA SEQUENCE ANALYSIS
01390,"ANESTH, KNEE AREA PROCEDURE"
01392,"ANESTH, KNEE AREA SURGERY"
0139U,CHG NEURO AUTISM QUAN MEAS 6 CTR CARBON METABOLITES
01400,"ANESTH, KNEE JOINT SURGERY"
01402,"ANESTH, REPLACEMENT OF KNEE"
01404,"ANESTH, AMPUTATION AT KNEE"
0140T,EXHALED BREATH CONDENSATE PH
0140U,CHG NFCT DS FUNGAL PATHOGEN ID DNA 15 FUNGAL TARGETS
0141T,"PANCR ISLET CELL TRANSPLANT, PORTAL VEIN, PERCUTAN"
0141U,CHG NFCT DS BACT&FNG GRAM POS ORG ID & RX RESIST DNA
01420,"ANESTH, KNEE JOINT CASTING"
0142T,OPEN ISLET TRANSPLANT
0142U,CHG NFCT DS BACT&FNG GRAM NEG ORG ID & RX RESIST DNA
01430,"ANESTH, KNEE VEINS SURGERY"
01432,"ANESTH, KNEE VESSEL SURG"
0143T,LAPAROSCOPIC ISLET TRANSPLNT
0143U,CHG DRUG ASSAY DEF 120+ RX/METABOLITES URINE W/MRM
01440,"ANESTH, KNEE ARTERIES SURG"
01442,"ANESTH, KNEE ARTERY SURG"
01444,"ANESTH, KNEE ARTERY REPAIR"
0144T,CT CARDIAC CALCIUM SCORE
0144U,CHG DRUG ASSAY DEF 160+ RX/METABOLITES URINE W/MRM
0145T,CT CARDIAC MORPHOLOGY
0145U,CHG DRUG ASSAY DEF 65+ RX/METABOLITES URINE W/MRM
01460,"ANESTHESIA, LOWER LEG SKIN SURGERY"
01462,"ANESTH, LOWER LEG PROCEDURE"
01464,"ANESTH, ANKLE ARTHROSCOPY"
0146T,"PR CT HEART W/WO DYE, CT ANGIO, W/O QUAN EVAL CALCIUM"
0146U,CHG DRUG ASSAY DEF 80+ RX/METABOLITES URINE W/MRM
01470,"ANESTH, LOWER LEG SURGERY"
01472,"ANESTH, ACHILLES TENDON SURG"
01474,"ANESTH, LOWER LEG SURGERY"
0147T,CT CARDIAC CORONARY W CALCIUM SCORE
0147U,CHG DRUG ASSAY DEF 85+ RX/METABOLITES URINE W/MRM
01480,"ANESTH, LOWER LEG BONE SURG"
01482,"ANESTH, RADICAL LEG SURGERY"
01484,"ANESTH, LOWER LEG REVISION"
01486,"ANESTH, ANKLE REPLACEMENT"
0148T,"PR CT HEART W/WO DYE, STRUCT; CT ANGIO, W/O QUAN EVAL CALCIUM"
0148U,CHG DRUG ASSAY DEF 100+ RX/METABOLITES URINE W/MRM
01490,"ANESTH, LOWER LEG CASTING"
0149T,CT CARDIAC CORONARY VEINS
0149U,CHG DRUG ASSAY DEF 60+ RX/METABOLITES URINE W/MRM
01500,"ANESTH, LEG ARTERIES SURG"
01502,"ANESTH, LWR LEG EMBOLECTOMY"
0150T,CT CARDIAC CONGENITAL DZ
0150U,CHG DRUG ASSAY DEF 120+ RX/METABOLITES URINE W/MRM
0151T,CT CARDIAC FUNCTION
0151U,CHG NFCT DS BCT/VIR RESPIR TRC NFCTJ DNA/RNA 33 TRGT
01520,"ANESTH, LOWER LEG VEIN SURG"
01522,"ANESTH, LOWER LEG VEIN SURG"
0152U,CHG NFCT DS BCT FNG PARASITE DNA VIR DETCJ >1000 ORG
0153T,TRANSCATH PLACE SENSOR ANEURYSM SAC
0153U,CHG ONC BREAST MRNA GENE EXPRESSION PRFL 101 GENES
0154T,STUDY SENSOR ANEURYSM SAC
0154U,CHG ONC UROTHELIAL CANCER RNA RT-PCR FGFR3 GENE ALYS
0155T,LAP IMPL GAST CURVE ELECTRD
0155U,CHG ONC BRST CA DNA PIK3CA GENE ALYS BRST TUM TISS
0156T,LAP REMV GAST CURVE ELECTRD
0156U,CHG COPY NUMBER SEQUENCE ANALYSIS
0157T,OPEN IMPL GAST CURVE ELECTRD
0157U,CHG APC GENE MRNA SEQUENCE ANALYSIS
01580,GENTAMICIN UP TO 80 MG
0158T,OPEN REMV GAST CURVE ELECTRD
0158U,CHG MLH1 GENE MRNA SEQUENCE ANALYSIS
0159T,CAD BREAST MRI
0159U,CHG MSH2 GENE MRNA SEQUENCE ANALYSIS
01600,"ANESTHESIA, SHOULDER SKIN SURGERY"
0160T,PR TRANSCRANIAL MAGNETIC STIM TREATMENT PLAN
0160U,CHG MSH6 GENE MRNA SEQUENCE ANALYSIS
01610,"ANESTH, SURGERY OF SHOULDER"
0161T,"PR TRANSCRANIAL MAGNETIC STIM TREATMENT DELIV, EACH"
0161U,CHG PMS2 GENE MRNA SEQUENCE ANALYSIS
01620,"ANESTH, SHOULDER PROCEDURE"
01622,"ANESTH, SHOULDER ARTHROSCOPY"
0162T,ANAL PROGRAM GAST NEUROSTIM
0162U,CHG HERED COLON CA TARGETED MRNA SEQUENCE ALYS PANEL
01630,"ANESTH, SURGERY OF SHOULDER"
01632,"ANESTH, SURGERY OF SHOULDER"
01634,"ANESTH, SHOULDER JOINT AMPUT"
01636,"ANESTH, FOREQUARTER AMPUT"
01638,"ANESTH, SHOULDER REPLACEMENT"
0163T,LUMB ARTIF DISKECTOMY ADDL
0163U,CHG ONC CLRCT SCR BIOCHEM ELISA 3 PLSM/SRM PRTN ALG
0164T,"PR REMOVE TOTAL DISC ARTHROPLASTY, LUMBAR, EA ADD"
0164U,CHG GI IBS IA ANTI-CDTB&ANTI-VINCULIN ANTB PLSM ALG
01650,"ANESTH, SHOULDER ARTERY SURG"
01652,"ANESTH, SHOULDER VESSEL SURG"
01654,"ANESTH, SHOULDER VESSEL SURG"
01656,"ANESTH, ARM-LEG VESSEL SURG"
0165T,"PR REVISION TOTAL DISC ARTHROPLASTY, LUMBAR, EA ADD"
0165U,CHG PEANUT ALLG SPEC ASMT MLT EPI ELISA BLD PROB ALL
0166T,PR TRANSCATH VSD CLOSER W/O BYPASS
0166U,CHG LIVER DISEASE 10 BIOCHEMICAL ASSAYS SERUM ALG
01670,"ANESTH, SHOULDER VEIN SURG"
0167T,PR TRANSCATH VSD CLOSER W/ BYPASS
0167U,CHG CHORIONIC GONADOTROPIN HCG IA DIR OPT OBS BLD
01680,"ANESTH, SHOULDER CASTING"
01682,"ANESTH, AIRPLANE CAST"
0168T,"PR RHINOPHOTOTHERAPY, INTRANASAL, BILATERAL"
0168U,CHG FTL ANEUPLOIDY TRISOMY 21 18 13 DNA MAT PLSM ALG
0169T,PLACE STEREO CATH BRAIN
0169U,CHG NUDT15 & TPMT GENE ANALYSIS COMMON VARIANTS
01700,"ANESTHESIA, ELBOW AREA SKIN SURGERY"
0170T,ANORECTAL FISTULA PLUG RPR
0170U,CHG NEURO ASD RNA NEXT-GNRJ SEQ SALIVA ALG ALYS
01710,"ANESTH, ELBOW AREA SURGERY"
01712,"ANESTH, UPPR ARM TENDON SURG"
01714,"ANESTH, UPPR ARM TENDON SURG"
01716,"ANESTH, BICEPS TENDON REPAIR"
0171T,LUMBAR SPINE PROCES DISTRACT
0171U,CHG TARGETED GENOMIC SEQUENCE ALYS PNL DNA 23 GENES
0172T,LUMBAR SPINE PROCESS ADDL
0172U,CHG ONC SLD TUM SOMATIC MUT ALYS BRCA1 BRCA2 ALG
01730,"ANESTH, UPPR ARM PROCEDURE"
01732,"ANESTH, ELBOW ARTHROSCOPY"
0173T,IOP MONIT IO PRESSURE
0173U,CHG PSYCHIATRY GEN ALYS PNL W/VARIANT ALYS 14 GENES
01740,"ANESTH, UPPER ARM SURGERY"
01742,"ANESTH, HUMERUS SURGERY"
01744,"ANESTH, HUMERUS REPAIR"
0174T,CAD CXR WITH INTERP
0174U,CHG ONC SOLID TUM MASS SPECTROMETRIC 30 PROTEIN TRGT
01756,"ANESTH, RADICAL HUMERUS SURG"
01758,"ANESTH, HUMERAL LESION SURG"
0175T,CAD CXR REMOTE
0175U,CHG PSYCHIATRY GEN ALYS PNL W/VARIANT ALYS 15 GENES
01760,"ANESTH, ELBOW REPLACEMENT"
0176T,AQU CANAL DILAT W/O RETENT
0176U,CHG CDTB & VINCULIN IGG ANTIBODIES BY IMMUNOASSAY
01770,"ANESTH, UPPR ARM ARTERY SURG"
01772,"ANESTH, UPPR ARM EMBOLECTOMY"
0177T,AQU CANAL DILAT W RETENT
0177U,CHG ONC BRST CA DNA PIK3CA GEN ALYS 11 GEN VRNT PLSM
01780,"ANESTH, UPPER ARM VEIN SURG"
01782,"ANESTH, UPPR ARM VEIN REPAIR"
01784,ANESTHESIA FOR AV FISTULA REPAIR
0178T,64 LEAD ECG W I&R
0178U,CHG PEANUT ALLG SPEC ASMT MLT EPI ELISA BLD CLIN RXN
0179T,64 LEAD ECG W TRACING
0179U,CHG ONC NONSM CLL LNG CA CELL FREE DNA ALYS 23 GEN
01800,"ANESTHESIA, LOWER ARM SKIN SURGERY"
0180T,64 LEAD ECG W I&R ONLY
0180U,CHG ABO GNOTYP ALYS SANGER/CHAIN SEQ ABO 7 EXONS
01810,"ANESTH, LOWER ARM SURGERY"
0181T,CORNEAL HYSTERESIS
0181U,CHG CO GNOTYP GENE ANALYSIS AQP1 EXON 1
01820,"ANESTH, LOWER ARM PROCEDURE"
01829,"ANESTH, DX WRIST ARTHROSCOPY"
0182T,HB - HI DOSE ELECTRN BRCHYTX/PER FR
0182U,CHG CROM GNOTYP GENE ANALYSIS CD55 EXONS 1-10
01830,"ANESTH, LOWER ARM SURGERY"
01832,"ANESTH, WRIST REPLACEMENT"
0183T,"PR LOW FREQUENCY WOUND ULTRASOUND, PER DAY"
0183U,CHG DI GNOTYP GENE ANALYSIS SLC4A1 EXON 19
01840,"ANESTH, LWR ARM ARTERY SURG"
01842,"ANESTH, LWR ARM EMBOLECTOMY"
01844,"ANESTH, VASCULAR SHUNT SURG"
0184T,EXC RECTAL TUMOR ENDOSCOPIC
0184U,CHG DO GNOTYP GENE ANALYSIS ART4 EXON 2
01850,"ANESTH, LOWER ARM VEIN SURG"
01852,"ANESTH, LWR ARM VEIN REPAIR"
0185T,COMPTR PROBABILITY ANALYSIS
0185U,CHG FUT1 GNOTYP GENE ANALYSIS FUT1 EXON 4
01860,"ANESTH, LOWER ARM CASTING"
0186T,PR SUPRACHOROIDAL PHARMACOLOGIC AGENT DELIVERY
0186U,CHG FUT2 GNOTYP GENE ANALYSIS FUT2 EXON 2
0187T,OPHTHALMIC DX IMAGE ANTERIOR
0187U,CHG FY GNOTYP GENE ANALYSIS ACKR1 EXONS 1-2
01885,TORADOL 30MG/ML
0188T,"PR VIDEOCONFERENCED CRITICAL CARE, FIRST 30- 74 MIN"
0188U,CHG GE GNOTYP GENE ANALYSIS GYPC EXONS 1-4
0189T,"PR VIDEOCONFERENCED CRITICAL CARE, EA ADDL 30 MIN"
0189U,CHG GYPA GNOTYP GENE ALYS GYPA INTRONS 1 5 EXON 2
01900,"ANESTHESIA, UTERUS/TUBE INJECTION"
01902,"ANESTHESIA FOR BURR HOLES, SKULL"
01904,"ANESTH, SKULL X-RAY INJECT"
01905,"PR ANESTH, MYELOGRAPHY, DISCOGRAPHY, VERTEBROPLASTY"
01906,"ANESTH, LUMBAR MYELOGRAPHY"
01908,"ANESTH, CERVICAL MYELOGRAPHY"
0190T,INSERTION RADIOTHERAPY AFTERLOADING CATHETER (SAVI)
0190U,CHG GYPB GNOTYP ALYS GYPB INTRON 1 5 PSEUDOEXON 3
01910,"ANESTH, SKULL MYELOGRAPHY"
01912,"ANESTH, LUMBAR DISKOGRAPHY"
01914,"ANESTH, CERVICAL DISKOGRAPHY"
01916,"ANESTH, HEAD ARTERIOGRAM"
01918,"ANESTH, LIMB ARTERIOGRAM"
0191T,INSERT ANT SEGMENT DRAIN INT
0191U,CHG IN GNOTYP GENE ANALYSIS CD44 EXONS 2 3 6
01920,"ANESTH, CATHETERIZE HEART"
01921,"ANESTH, VESSEL SURGERY"
01922,"ANESTH, CAT OR MRI SCAN"
01924,"ANES, THER INTERVEN RAD, ART"
01925,"ANES, THER INTERVEN RAD, CAR"
01926,"ANES, TX INTERV RAD HRT/CRAN"
0192T,Ant segment insertion drainage w/o reservoir ext; (-LT Left side of body)
0192U,CHG JK GNOTYP GENE ANALYSIS SLC14A1 GEN PRMTR EXON 9
01930,"ANES, THER INTERVEN RAD, VEI"
01931,"ANES, THER INTERVEN RAD, TIP"
01932,"ANES, TX INTERV RAD, TH VEIN"
01933,"ANES, TX INTERV RAD, CRAN V"
01935,"ANESTH, PERC IMG DX SP PROC"
01936,"ANESTH, PERC IMG TX SP PROC"
0193T,PR TRANSURETHRAL RF BLADDER NECK MICROREMODEL
0193U,CHG JR GNOTYP GENE ANALYSIS ABCG2 EXONS 2-26
01940,LASIX UP TO 20 MG
0194T,PR PROCALCITONIN
0194U,CHG KEL GNOTYP GENE ANALYSIS KEL EXON 8
01951,"ANESTH, BURN, LESS 1 PERCENT"
01952,"ANESTH, BURN, 1-9 PERCENT"
01953,"ANESTH, BURN, EACH 9 PERCENT"
01958,"ANESTH, ANTEPARTUM MANIPUL"
0195T,ARTHROD PRESAC INTERBODY
0195U,CHG KLF1 TARGETED SEQUENCING
01960,"ANESTH, VAGINAL DELIVERY"
01961,"ANESTH, CS DELIVERY"
01962,"ANESTH, EMER HYSTERECTOMY"
01963,"ANESTH, CS HYSTERECTOMY"
01964,"ANESTH, ABORTION PROCEDURES"
01965,"ANESTH, INC/MISSED AB PROC"
01966,"ANESTH, INDUCED AB PROCEDURE"
01967,"ANESTH/ANALG, VAG DELIVERY"
01968,ANES/ANALG CS DELIVER ADD-ON
01969,ANESTH/ANALG CS HYST ADD-ON
0196T,ARTHROD PRESAC INTERBODY EAC
0196U,CHG LU GNOTYP GENE ANALYSIS BCAM EXON 3
0197T,INTRAFRACTION TRACK MOTION
0197U,CHG LW GNOTYP GENE ANALYSIS ICAM4 EXON 1
0198T,OCULAR BLOOD FLOW MEASURE
0198U,CHG RHD&RHCE GNOTYP SANGER/CHAIN SEQ RHD 1-10&RHCE 5
01990,"PR PHYS SUPPORT,BRAIN-DEAD ORGAN DONOR"
01991,"ANESTH, NERVE BLOCK/INJ"
01992,"ANESTH, N BLOCK/INJ, PRONE"
01995,"PR REGION IV LOCAL ANESTH,UPPER/LOWER EXT"
01996,MANAGE DAILY DRUG THERAPY
01999,PR UNLISTED ANESTH PROCEDURE
0199T,PHYSIOLOGIC TREMOR RECORD
0199U,CHG SC GNOTYP GENE ANALYSIS ERMAP EXONS 4 12
02000,LIDOCAINE 50CC
0200T,HB PERQ SACRAL AUGMT UNILAT INJ
0200U,CHG XK GNOTYP GENE ANALYSIS XK EXONS 1-3
0201T,HCPF S-RAD INJ(S) SACROPL BIL
0201U,CHG YT GNOTYP GENE ANALYSIS ACHE EXON 2
0202T,POST VERT ARTHRPLST 1 LUMBAR
0202U,"CB RESPIRATORY PATHOGEN PANEL (NAT), SARS-COV-2"
0203T,"PR SLEEP STUDY, UNATTEND, SIMULTAN RECORD HR/O2 SAT/RESP/SLEEP TIME"
0203U,CHG AUTOIMMUN IBD MRNA GEN XPRSN PRFL 17 GEN WHL BLD
0204T,"PR SLEEP STUDY, UNATTEND, SIMULT RECORD HR,O2 SAT,RESP, OR SLEEP TIME"
0204U,CHG ONC THYR MRNA GENE XPRSN ALYS 593 GENES FNA
0205T,INIRS EACH VESSEL ADD-ON
0205U,CHG OPH AGE-RELATED MAC DEGENERATION ALYS 3 GEN VRNT
0206T,PR RMT ALGRTHMC ALYS ECG W/CPTR PRBLTY ASSMT
0206U,CHG NEUROLOGY ALZHEIMER DISEASE CELL AGGREGATION
0207T,CLEAR EYELID GLAND W/HEAT
0207U,CHG NEUROLOGY ALZHEIMER DISEASE QUANTITATIVE IMAGING
0208T,AUDIOMETRY AIR ONLY
0208U,CHG ONC MTC MRNA GENE EXPRESSION ALYS 108 GENE ALG
0209T,AUDIOMETRY AIR & BONE
0209U,CHG CYTOG CONST ALYS INTERROG GEN REG F/COPY NUMBER
0210T,PR SPEECH AUDIOMETRY THRESHOLD AUTOMATED
0210U,CHG SYPHILIS TST NON-TREPONEMAL ANTIBODY IA QUAN RPR
0211T,PR SPEECH AUDIOMETRY THRESHOLD AUTOMATED WITH SPEECH RECOGNITION
0211U,CHG ONC PAN-TUMOR DNA&RNA NEXT-GENERATION SEQUENCING
0212T,COMPRE AUDIOMETRY EVALUATION
0212U,CHG RARE DS WHL GEN&MITOCHDRL DNA SEQ ALYS PROBAND
0213T,HB NJX DX/THER PARAVER FCT JT W/US CER/THOR 1 LVL
0213U,CHG RARE DS WHL GEN&MITOCHDRL DNA SEQ ALYS EA CMPRTR
0214T,HB NJX DX/THER PARAVER FCT JT W/US CER/THOR 2ND LVL
0214U,CHG RARE DS WHL XOM&MITOCHDRL DNA SEQ ALYS PROBAND
0215T,HB NJX PARAVERTBRL FACET JT W/US CER/THOR 3RD&> LVL
0215U,CHG RARE DS WHL XOM&MITOCHDRL DNA SEQ ALYS EA CMPRTR
0216T,NJX PARAVERT W/US LUMB/SAC
0216U,CHG NEURO INH ATAXIA GENOMIC DNA SEQ ALYS 12 BLD/SLV
02175,DEMEROL 50MG/ML
0217T,NJX PARAVERT W/US LUMB/SAC
0217U,CHG NEURO INH ATAXIA GENOMIC DNA SEQ ALYS 51 BLD/SLV
0218T,HB IDE#G020312 BS WATCHMAN
0218U,CHG NEURO MUSCULAR DYSTROPHY DMD SEQ ALYS BLD/SALIVA
0219T,PLMT POST FACET IMPLT CERV
0219U,CHG NFCT AGENT HIV TRGT VIRAL NEXT-GNRJ SEQ ALYS ALG
0220T,PLMT POST FACET IMPLT THOR
0220U,CHG ONC BRST CA IMAGE ALYS W/AI ASSMT 12 FEATURES
0221T,PLMT POST FACET IMPLT LUMB
0221U,CHG ABO GNOTYP GENE ALYS NEXT-GENERATION SEQ ABO GEN
0222T,PLMT POST FACET IMPLT ADDL
0222U,CHG RHD&RHCE GNOTYP NEXT-GNRJ SEQ RH PROX PROMOTER
0223T,ACOUSTIC ECG W/I&R
0223U,CHG NFCT DS BCT/VIR RESPIR DNA/RNA 22 TRGT SARSCOV2
0224T,ACOUSTIC ECG 1+ ANALYSIS
0225T,ACOUSTIC ECG ANALY & REPROG
0225U,CHG NFCT DS DNA&RNA 21 TARGETS SARS-COV-2 AMP PROBE
0226T,ANOSCOPY HRA W/SPEC COLLECT
0226U,CHG SUROGAT VIR NEUTRLZJ TST SARSCOV2 ELISA PLSM SRM
0227T,ANOSCOPY HRA W/BIOPSY
0228T,FEMORAL NERVE INJECTION ANESTHETIC AGENT CONTINUOUS INFUSION
0229T,NJX TFRML EPRL W/US CER/THOR
0230T,HB - INJECT FORAMEN EPIDURAL LUMBAR OR SACRAL; SINGLE LEVEL
02310,NARCAN PER 1 MG
0231T,NJX TFRML EPRL W/US LUMB/SAC
0232T,HB NJX PLATELET PLASMA
0233T,PR SKIN ADVANCED GLYCATION ENDPRODUCTS SPECTROSCOPY
0234T,HB ATHERECTOMY RENAL
0235T,HB ATHERECTOMY VISCERAL
0236T,HCPF ATHERECTOMY ABD AORTA
0237T,HCPF ATHERECTOMY BRACHCPFEPHA
02386,STREPTOCOCCUS PNEUMONIAE IGG AB
0238T,HB ATHERECTOMY ILIAC
0239T,BIOIMPEDANCE SPECTROSCOPY
0240T,ESOPH MOTILITY 3D TOPOGRAPHY
0240U,"PR INFECTIOUS DISEASE (VIRAL RESPIRATORY TRACT INFECTION), PATHOGEN-SPECIFIC RNA, 3 TARGETS (SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2 (SARS"
0241T,ESOPH MOTILITY W/STIM/PERF
0241U,"HB RAPID INFLUENZA A, B, RSV, SARS-COV2 PANEL PCR, CSF"
0242T,GI TRACT TRANSIT & PRES MEAS
0243T,INTM MSR BRONCHODIL WHEEZE
0244T,CONT MSR BRONCHODIL WHEEZE
0245T,OPN TX RIB FX 1-2 RIBS
0246T,OPN TX RIB FX 3-4 RIBS
0247T,OPN TX RIB FX 5-6 RIBS
0248T,OPN TX RIB FX 7+ RIBS
0249T,LIGATION HEMORRHOID W/US
0250T,INSERT BRONCHIAL VALVE
0251T,"PR BRONCHOSCOPY, W/REMOVAL BRONCHIAL VLAVE, INITIAL LOBE"
0252T,BRONCHSCPC RMVL BRONCH VALVE
0253T,INSERT AQUEOUS DRAIN DEVICE
0254T,PR EVASC RPR ILAC ART BIFUR ENDGRFT CATHJ RS&I UNI
0255T,EVASC RPR ILIAC ART BIFR S&I
0256T,EVASC AORTIC HRT VALVE
0257T,OPN TTHRC AORTIC HRT VALVE
0258T,AORTIC HRT VALV W/O CARD BYP
0259T,AORTIC HRT VALVE W/CARD BYP
0260T,PR TOT BODY SYST HYPOTHER NEONATE AGE 28 DAYS/<
0261T,PR SELECT HEAD HYPOTHER NEONATE AGE 28 DAYS/<
0262T,IMPLANT CATH DELIVRD PROSTH PULM VALVE ENDOVASC
0263T,AUTO BONE MARRW CELL RX COMPLT BONE MARRW HARVST
0264T,AUTO BONE MARRW CELL RX COMP W/O BONE MAR HARVST
0265T,BONE MAR HARVST ONLY FOR INTMUSC AUTOLO CELL RX
0266T,IM/REPL CARTD SINUS BAROREFLX ACTIV DEV TOT SYST
0267T,IM/REPL CARTD SINS BAROREFLX ACTIV DEV LEAD ONLY
0268T,IM/REPL CARTD SINS BARREFLX ACT DEV PLS GEN ONLY
02690,PROCAINAMIDE 100MG/ML
0269T,PR REV/REMVL CARTD SINS BARREFLX ACT DEV TOT SYSTEM
0270T,PR REV/REMVL CARTD SINS BARREFLX ACT DEV LEAD ONLY
0271T,PR REV/REM CARTD SINS BARREFLX ACT DEV PLS GEN ONLY
0272T,INTRGORTION DEV EVAL CARTD SINS BARREFLX W/I&R
0273T,INTROGATION DEV EVAL CARTD SINS BARREFLX W/PRGRM
0274T,CERVICAL POSTERIOR LAMINECTOMY
0275T,LUMBAR DECOMPRESSION MINIMALLY INVASIVE/PERCUTANEOUS
0276T,BRONCHSCPY FLUORO W/BRONCHIAL THERMPLASTY 1 LOBE
0277T,BRONCHSCPY FLUORO W/BRNCHIAL THERMPLASTY />2LOBE
02788,MULTIFOCAL
